date,year,type,country,area,location,activity,sex,age,injury,fatal (y/n),species,month,sex_count,hemisphere,season_hemisphere
Oct,2009,Unprovoked,PANAMA,Bocas,Playa La Cabaña ,Wading,F,10,Arm & torso bitten,N,,Oct,0.0,North Hemisphere,autumn
Oct,2009,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,Diving,M,23,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,N,Angel shark,Oct,1.0,North Hemisphere,autumn
Oct,2009,Unprovoked,AUSTRALIA,Western Australia,,Diving,M,23,Severe lacerations to lower right leg,N,"Bull shark, 10'",Oct,1.0,South Hemisphere,spring
Oct,2009,Provoked,UNITED KINGDOM,Devon,Mewstone Rock,Fishing,M,39,Injury to forearm from shark's spine PROVOKED INCIDENT ,N,Spurdog,Oct,1.0,North Hemisphere,autumn
Sep,2009,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",,M,34,Cause of death was drowning; his remains were scavenged by sharks,Y,,Sep,1.0,South Hemisphere,spring
Sep,2009,Invalid,USA,North Carolina,"Corolla, Currituck County",Swimming,M,60,FATAL,Y,Shark involvement prior to death not confirmed,Sep,1.0,North Hemisphere,autumn
Sep,2009,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl  believed to be drowning",M,15,FATAL,Y,,Sep,1.0,South Hemisphere,spring
Aug,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,M,25,FATAL,Y,White shark,Aug,1.0,South Hemisphere,winter
Aug,2009,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,22,Puncture wounds to left foot & calf,N,"White shark, 5' to 6' juvenile ",Aug,0.0,North Hemisphere,summer
Aug,2009,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,26,Puncture marks on left foot,N,,Aug,1.0,North Hemisphere,summer
Aug,2009,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,M,56,Right ankle & foot bitten,N,Bull shark?,Aug,1.0,North Hemisphere,summer
Jul,2009,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,14,Left forearm grazed & puncture marks in wetsuit,N,,Jul,1.0,South Hemisphere,winter
Jul,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,41,Foot bitten,N,,Jul,0.0,North Hemisphere,summer
Jul,2009,Unprovoked,USA,Texas,South Padre Island,Wading,F,14,Lacerations to anterior left lower leg,N,,Jul,0.0,North Hemisphere,summer
Jul,2009,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,11,Laceration to left foot,,Shark involvement questionable,Jul,0.0,North Hemisphere,summer
Jul,2009,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,Laceration to left foot,N,,Jul,0.0,North Hemisphere,summer
Jul,2009,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,Laceration to lower right leg,N,,Jul,0.0,North Hemisphere,summer
Jul,2009,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,57,Severe bite to right leg,N,,Jul,1.0,North Hemisphere,summer
Jul,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,37,Leg bitten,N,,Jul,1.0,South Hemisphere,winter
Jul,2009,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie Boarding,F,12,Right ankle bitten,N,,Jul,0.0,North Hemisphere,summer
Jul,2009,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,Thigh injured by hooked shark PROVOKED INCIDENT,N,"Nurse shark, 6'",Jul,0.0,North Hemisphere,summer
Jun,2009,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,52,2-inch laceration to upper left arm,N,"Thought to involve a Bronze whale shark, 2m",Jun,1.0,South Hemisphere,winter
Jun,2009,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,26,Puncture wounds to foot,,Shark involvement not confirmed,Jun,1.0,North Hemisphere,summer
Jun,2009,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,14,2-inch laceration to upper left arm,,"Shark involvement probable, but not confirmed",Jun,1.0,North Hemisphere,summer
Jun,2009,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,50,FATAL,Y,"Oceanic whitetip shark, 2.5 to 3m",Jun,0.0,South Hemisphere,winter
May,2009,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13  ,Fishing,M,46,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,80 kg shark,May,1.0,North Hemisphere,spring
May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Lacerations to left leg & foot,N,blacktip or spinner shark,May,1.0,North Hemisphere,spring
May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,Lacerations to right foot,N,blacktip or spinner shark,May,1.0,North Hemisphere,spring
May,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,Lacerations to right hand,N,blacktip or spinner shark,May,1.0,North Hemisphere,spring
May,2009,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,"Blacktip shark, 4'",May,1.0,North Hemisphere,spring
Mar,2009,Provoked,BAHAMAS,Exuma Islands,,Spearfishing,M,48,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,N,7' shark,Mar,1.0,North Hemisphere,spring
Apr,2009,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,3 puncture wounds to posterior right ankle,N,,Apr,1.0,North Hemisphere,spring
Apr,2009,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,23,Legs bitten,N,,Apr,1.0,North Hemisphere,spring
Apr,2009,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,52,Left foot bitten,N,,Apr,1.0,North Hemisphere,spring
Apr,2009,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31,Laceration to forearm,N,2' to 3' shark,Apr,1.0,North Hemisphere,spring
Apr,2009,Invalid,USA,Hawaii,Kona,Spearfishing,M,49,Missing,,Shark involvement not confirmed,Apr,1.0,North Hemisphere,spring
Apr,2009,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,Surf skiing ,M,40,"No injury, catapulted into the water & ski damage",N,2' to 3' shark,Apr,1.0,South Hemisphere,autumn
Apr,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,24,Body not recovered,,Shark involvement not confirmed,Apr,1.0,South Hemisphere,autumn
Apr,2009,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,15,Lacerations to right foot and ankle,N,,Apr,1.0,North Hemisphere,spring
Mar,2009,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing ,M,59,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N,Raggedtooth shark,Mar,1.0,South Hemisphere,autumn
Mar,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,FATAL,Y,,Mar,1.0,South Hemisphere,autumn
Mar,2009,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,M,17,"Laceration to right foot, puncture wounds to calf",N,Bronze whaler shark?,Mar,1.0,South Hemisphere,autumn
Mar,2009,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,F,17,Minor bite to ankle,N,3' to 4' shark,Mar,0.0,North Hemisphere,spring
Mar,2009,Unprovoked,USA,Hawaii,Alenuihaha Channel,Swimming,M,61,"Minor injury, bite chest and left calf",N,Thought to involve a cookie cutter shark,Mar,1.0,North Hemisphere,spring
Mar,2009,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",Wading,M,21,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N,"Wobbegong shark, 60cm",Mar,1.0,South Hemisphere,autumn
Mar,2009,Unprovoked,NEW CALEDONIA,South Province,Bourail,Surfing,M,19,FATAL,Y,,Mar,1.0,South Hemisphere,autumn
Mar,2009,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,Fishing,M,40,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N,"Blue shark, 1m",Mar,1.0,South Hemisphere,autumn
Mar,2009,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,M,15,Lacerations to leg,N,2.6 m shark,Mar,1.0,South Hemisphere,autumn
Feb,2009,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",Surfing,M,33,Severe injury to hand ,N,"White shark, 2.5m ",Feb,1.0,South Hemisphere,summer
Feb,2009,Unprovoked,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour","Diving, but on the surface when bitten by the shark",M,31,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,"Bull shark, 2.7 m ",Feb,1.0,South Hemisphere,summer
Feb,2009,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,Surfing,M,41,"No injury, surfboard dented",N,"White shark, 12' ",Feb,1.0,South Hemisphere,summer
Jan,2009,Provoked,AZORES,,Onboard the fishing vessel Nuevo Cedes ,Fishing,M,49,Left forearm bitten PROVOKED INCIDENT,N,,Jan,1.0,North Hemisphere,winter
Jan,2009,Invalid,BRAZIL,,Praia do Olho d'Aqua,,M,17,Probable drowning with post-mortem bites,,Shark involvement prior to death was not confirmed,Jan,1.0,South Hemisphere,summer
Jan,2009,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,Spearfishing,M,15,Severe lacerations to lower left leg,N,Bull shark,Jan,1.0,North Hemisphere,winter
Jan,2009,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",Swimming,M,19,Hand injured,N,,Jan,1.0,South Hemisphere,summer
Jan,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming,M,25,FATAL,Y,Tiger shark,Jan,1.0,South Hemisphere,summer
Jan,2009,Invalid,BRAZIL,Maranhão,Olho d'Água ,Swimming,M,17,"Drowned, body scavenged by shark",,Invalid,Jan,1.0,South Hemisphere,summer
Jan,2009,Unprovoked,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",Snorkeling,M,24,Puncture wounds to right calf,N,"Dusky shark, 2m",Jan,1.0,South Hemisphere,summer
Jan,2009,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,Surfing,F,13,Severe lacerations to right leg,N,"White shark, 5m",Jan,0.0,South Hemisphere,summer
Jan,2009,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,Surfing,M,31,Left thigh severely bitten,N,"White shark, 3.5m",Jan,1.0,South Hemisphere,summer
Jan,2009,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,Surfing,M,22,Right lower leg bitten & defense wounds to hand,N,,Jan,1.0,South Hemisphere,summer
Jan,2009,Unprovoked,NEW ZEALAND,North Island,Haumoana ,Swimming,M,49,Posterior thigh bitten,N,Broadnose sevengill shark,Jan,1.0,South Hemisphere,summer
Dec,2008,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,Boogie Boarding,M,10,"No injury, shark tore his swim fin",N,,Dec,1.0,South Hemisphere,summer
Dec,2008,Boating,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",Kayaking,M,29,"No injury, shark struck kayak, catapulting him into the water",N,"White shark, 4m to 5m ",Dec,1.0,South Hemisphere,summer
Dec,2008,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,Snorkeling,M,51,FATAL,Y,4 to 5m white shark,Dec,1.0,South Hemisphere,summer
Dec,2008,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,"Raggedtooth shark, 2m",Dec,1.0,South Hemisphere,summer
Nov,2008,Sea Disaster,TAIWAN,,50 miles off Kaohsiung,Fishing boat swamped in storm,M,45,FATAL,Y,,Nov,1.0,North Hemisphere,autumn
Nov,2008,Unprovoked,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",Fishing,M,39,Torso & righ arm bitten FATAL,Y,,Nov,1.0,North Hemisphere,autumn
Oct,2008,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",Scuba diving,M,34,Small laceration to head from captive shark,N,"Grey nurse shark, 3m",Oct,1.0,South Hemisphere,spring
Oct,2008,Unprovoked,NEW CALEDONIA,,,Spearfishing,M,24,Legs bitten,N,Lemon shark,Oct,1.0,South Hemisphere,spring
Oct,2008,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,50,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N," reef shark, 1.8m",Oct,1.0,South Hemisphere,spring
Oct,2008,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,M,15,"No injury, board damaged",N,,Oct,1.0,South Hemisphere,spring
Oct,2008,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",Fishing,M,11,Lacerations,N,,Oct,1.0,North Hemisphere,autumn
Oct,2008,Unprovoked,CROATIA," Split-Dalmatia Count,","Smokvina Bay, Vis Island",Spearfishing,M,43,Calf bitten,N,5 m white shark,Oct,1.0,North Hemisphere,autumn
Sep,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,44,Small puncture wounds to the heel of left foot,N,,Sep,1.0,North Hemisphere,autumn
Sep,2008,Unprovoked,USA,Florida,Bethune Beach,Surfing,M,40,Right foot bitten,N,+3' shark,Sep,1.0,North Hemisphere,autumn
Sep,2008,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,Swimming,M,43,Right hand lacerated by netted shark PROVOKED INCIDENT,N,Bronze whaler shark,Sep,1.0,South Hemisphere,spring
Sep,2008,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",Swimming,M,32,Lacerations to foot,N,2' to 3' juvenile shark,Sep,1.0,North Hemisphere,autumn
Sep,2008,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,40,Bitten on right thigh & calf,N,Tiger shark,Sep,1.0,North Hemisphere,autumn
Sep,2008,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Surfing,M,51,Shark became tangled in his surfboard leash. The surfer was not injured,N,3 m shark,Sep,1.0,South Hemisphere,spring
Sep,2008,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,43,Minor injury to foot,N,,Sep,1.0,North Hemisphere,autumn
Sep,2008,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to foot,N,,Sep,1.0,North Hemisphere,autumn
Sep,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Shark bumped right ankle,N,4' shark,Sep,1.0,North Hemisphere,autumn
Aug,2008,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,29,"No injury, bumped off board by the shark",N,,Aug,1.0,South Hemisphere,winter
Aug,2008,Invalid,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i ",Swimming,M,27,Death was probably due to drowning,,Shark involvement not confirmed,Aug,1.0,North Hemisphere,summer
Aug,2008,Provoked,ENGLAND,North Devon, Lundy Island,Fishing,M,52,Wrist bitten by hooked shark PROVOKED INCIDENT,N,Blue shark,Aug,1.0,North Hemisphere,summer
Aug,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Superfical cut to left ankle,N,,Aug,1.0,North Hemisphere,summer
Aug,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26,Lacerations to lower left leg,N,6' shark,Aug,1.0,North Hemisphere,summer
Aug,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County","Swimming, towing surfboard",M,20,Minor injury to left foot,N,,Aug,1.0,North Hemisphere,summer
Aug,2008,Invalid,USA,North Carolina,"Surf City, Topsail Island, Pender County",Surfing,F,20,Calf bitten,,Shark involvement not confirmed,Aug,0.0,North Hemisphere,summer
Aug,2008,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,47,3 lacerations to forearm,N,,Aug,1.0,North Hemisphere,summer
Aug,2008,Invalid,USA,South Carolina,"North Myrtle Beach, Horry County",,M,7,Minor injuries,,Shark involvement not confirmed,Aug,1.0,North Hemisphere,summer
Aug,2008,Unprovoked,USA,US Virgin Islands,Buck Island,Treading water,F,38,Severe lacerations to left foot,N,8' bull shark or Caribbean reef shark,Aug,0.0,North Hemisphere,summer
Aug,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,13,Puncture wounds & 3-inch laceration to right calf,N,,Aug,0.0,North Hemisphere,summer
Jul,2008,Unprovoked,AUSTRALIA,Victoria,Levys Beach,Surfing,M,31,"No injury, surfboard leash severed",N,8' white shark or 7-gill shark,Jul,1.0,South Hemisphere,winter
Jul,2008,Unprovoked,MEXICO,Cabo San Lucas,,Swimming,M,33,3 puncture wounds to toe,N,2'  shark,Jul,1.0,North Hemisphere,summer
Jul,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Right foot bitten,N,,Jul,1.0,North Hemisphere,summer
Jul,2008,Unprovoked,USA,Hawaii,"Lahilahi Point, Oahu",Snorkeling,F,44,Forearm bitten ,N,,Jul,0.0,North Hemisphere,summer
Jul,2008,Unprovoked,USA,North Carolina,"Surf City, Topsail Island, Pender County",Wading,M,9,Minor lacerations to  toe,N,3' shark,Jul,1.0,North Hemisphere,summer
Jul,2008,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Wading,F,8,Lacerations to dorsum of right foot ,N,3' to 4' shark,Jul,0.0,North Hemisphere,summer
Jul,2008,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,,Jul,1.0,North Hemisphere,summer
Jul,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,16,Lacerations to lower left leg,N,4' shark,Jul,1.0,North Hemisphere,summer
Jul,2008,Invalid,USA,North Carolina,"Carolina Beach, New Hanover County",Body surfing,M,52,"Bruises, abrasions and some spinal and nerve damage when collided with marine animal, possibly a shark or dolphin.",,Shark involvement not confirmed,Jul,1.0,North Hemisphere,summer
Jul,2008,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Surfing,M,24,Laceration to foream,N,,Jul,1.0,North Hemisphere,summer
Jul,2008,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,14,Lacerations to  right foot,N,,Jul,0.0,North Hemisphere,summer
Jul,2008,Unprovoked,USA,South Carolina,"Litchfield Beach, Georgetown County",,F,17,Lacerations to right foot,N,,Jul,0.0,North Hemisphere,summer
Jun,2008,Invalid,USA,Hawaii,"Kamilo Point, Hawai'i",Wading,M,53,Probable drowning with post-mortem bites,,Shark involvement prior to death not confirmed,Jun,1.0,North Hemisphere,summer
Jun,2008,Unprovoked,BAHAMAS,Abaco Islands,,Spearfishing,M,42,Lacerations to calf,N,"Bull shark, 6' to 7'",Jun,1.0,North Hemisphere,summer
Jun,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surf skiing ,M,46,"No injury, ski bitten",N,"White shark, 2m",Jun,1.0,South Hemisphere,winter
Jun,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,Minor laceration to foot,N,,Jun,1.0,North Hemisphere,summer
Jun,2008,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,37,Lacerations to hand,N,4.5 to 5' shark,Jun,1.0,North Hemisphere,summer
Jun,2008,Boating,USA,California,"West Cove, Catalina Island",Kayaking,F,40," No injury. Shark bumped kayak, flinging her into the  water. ",N,"White shark, 15'",Jun,0.0,North Hemisphere,summer
Jun,2008,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,F,35,Lacerations to lower right calf,N,,Jun,0.0,North Hemisphere,summer
Jun,2008,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",Surfing,M,14,Laceration to left leg & foot,N,,Jun,1.0,South Hemisphere,winter
Jun,2008,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Body surfing,M,40,Lacerations & abrasions to right hand,N,,Jun,1.0,North Hemisphere,summer
Jun,2008,Unprovoked,USA,South Carolina,Cherry Grove,Body surfing,F,15,Foot bitten,N,5' shark,Jun,0.0,North Hemisphere,summer
Jun,2008,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",Swimming,M,14,"Hand severed, buttocks bitten",N,Bull shark,Jun,1.0,South Hemisphere,winter
May,2008,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,M,9,Biceps & lower arm bitten,N,,May,1.0,North Hemisphere,spring
May,2008,Unprovoked,MEXICO,Guerro,Playa Linda,Surfing,M,49,Lacerations to right forearm and hand,N,3 m shark,May,1.0,North Hemisphere,spring
May,2008,Unprovoked,MEXICO,Guerro,Pantla Beach,Surfing,M,21,FATAL,Y,2 m shark,May,1.0,North Hemisphere,spring
May,2008,Unprovoked,FIJI,Yasawa Islands,Turtle Island,Night diving,M,28,FATAL,Y,,May,1.0,South Hemisphere,autumn
May,2008,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,M,37,Severe lacerations to left leg,N,"White shark, 4m",May,1.0,South Hemisphere,autumn
May,2008,Unprovoked,NEW CALEDONIA,North Province,Hienghène,Fishing,M,40,Lower legs bitten,N,2 small bull sharks,May,1.0,South Hemisphere,autumn
May,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,6,2 inch laceration to left lower calf.,N,,May,1.0,North Hemisphere,spring
May,2008,Provoked,SOUTH AFRICA,,,Fishing,M,24,Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT,N,,May,1.0,South Hemisphere,autumn
Apr,2008,Unprovoked,MEXICO,Guerro,Troncones Beach,Surfing,M,24,FATAL    Severe bite to right thigh,Y,Tiger shark,Apr,1.0,North Hemisphere,spring
Apr,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,3-inch laceration to dorsal surface of left foot,N,4' shark,Apr,1.0,North Hemisphere,spring
Apr,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Calf bitten,N,,Apr,1.0,North Hemisphere,spring
Apr,2008,Unprovoked,NEW CALEDONIA,North Province,Poindimié,Swimming,M,32,Lacerations to left foot,N,"Bull shark, 1.8m",Apr,1.0,South Hemisphere,autumn
Apr,2008,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Puncture wounds to right foot                  PROVOKED INCIDENT,N,,Apr,1.0,North Hemisphere,spring
Apr,2008,Unprovoked,USA,California,"Solana Beach, San Diego County",Swimming,M,66,FATAL,Y,"White shark, 12' to 15'",Apr,1.0,North Hemisphere,spring
Apr,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Cuts & punctures to right foot,N,,Apr,1.0,North Hemisphere,spring
Apr,2008,Invalid,MEXICO,Quintana Roo,"Delfines Beach, Cancun",Swimming,M,32,Probable drowning with post-mortem bites,,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",Apr,1.0,North Hemisphere,spring
Apr,2008,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,M,19,2 puncture wounds to leg,,Shark involvement not confirmed; thought to be a barracuda bite,Apr,1.0,South Hemisphere,autumn
Apr,2008,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,30,Puncture wounds to right foot,N,1.5' to 2' shark,Apr,1.0,North Hemisphere,spring
Mar,2008,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",Wading,M,15,Shin bitten,N,6' shark,Mar,1.0,North Hemisphere,spring
Apr,2008,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Body boarding,M,16,FATAL,Y,Bull shark,Apr,1.0,South Hemisphere,autumn
Apr,2008,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,18,Right foot & ankle bitten,N,,Apr,1.0,North Hemisphere,spring
Mar,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing from surfski,M,39,Right leg bitten,N,,Mar,1.0,South Hemisphere,autumn
Mar,2008,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,M,52,Foot bitten,N,4' to 5' shark,Mar,1.0,North Hemisphere,spring
Mar,2008,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,13,Three small lacerations/ punctures to right foot,N,2.5' shark,Mar,1.0,North Hemisphere,spring
Mar,2008,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,M,14,Two 3-inch lacerations to right ankle,N,,Mar,1.0,North Hemisphere,spring
Mar,2008,Unprovoked,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,M,8,Minor injury,N,Shark involvement not confirmed,Mar,1.0,North Hemisphere,spring
Mar,2008,Unprovoked,USA,California," Huntington Beach, Orange County",Surfing,M,27,"No injury to surfer, surfboard bitten by the shark",N,White shark,Mar,1.0,North Hemisphere,spring
Feb,2008,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",Diving,M,49,"Leg bitten, FATAL",Y,"A bull shark, according to some of the divers on the boat",Feb,1.0,North Hemisphere,winter
Feb,2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Spearfishing,M,26,Lacerations to face,N,,Feb,1.0,South Hemisphere,summer
Feb,2008,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,25,Lacerations to foot,N,,Feb,1.0,North Hemisphere,winter
Feb,2008,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,F,14,Abrasions to elbow; collided with shark,N,1 m shark,Feb,0.0,South Hemisphere,summer
Jan,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",Surf-skiing,M,42,"No injury to surf-skiier, shark holed ski",N,"Blacktip shark, 2m",Jan,1.0,South Hemisphere,summer
Jan,2008,Provoked,AUSTRALIA,Queensland,200 km east of Coolangatta  ,Accidentally stood on hooked shark's tail before attempting to gut it ,M,20,Laceration to left knee PROVOKED INCIDENT,N,"Mako shark, 90kg",Jan,1.0,South Hemisphere,summer
Jan,2008,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,20,Left foot bitten,N,a small shark,Jan,1.0,North Hemisphere,winter
Dec,2007,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,Surfing,M,24,Lacerations & puncture wounds  to left thigh,N,3 m shark,Dec,1.0,South Hemisphere,summer
Dec,2007,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,,Scuba diving,M,53,Shark bites were post-mortem,,Invalid,Dec,1.0,North Hemisphere,winter
Dec,2007,Unprovoked,AUSTRALIA,New South Wales,Jimmy's Beach,Surfing,M,31,Severe lacerations to right buttock,N,2 m shark,Dec,1.0,South Hemisphere,summer
